Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Date
2088,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,7000,7200,7000,18-Jul-22
2089,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,4500,4000,08-Jul-22
2090,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,07-Jul-22
2091,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,06-Jul-22
2092,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,05-Jul-22
2093,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,04-Jul-22
2094,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,01-Jul-22
2095,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,30-Jun-22
2096,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,29-Jun-22
2097,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,28-Jun-22
2098,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,27-Jun-22
2099,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,25-Jun-22
2100,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,24-Jun-22
2101,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,23-Jun-22
2102,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,21-Jun-22
2103,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,20-Jun-22
2104,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,18-Jun-22
2105,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,17-Jun-22
2106,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,16-Jun-22
2107,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,14-Jun-22
2108,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,13-Jun-22
2109,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,10-Jun-22
2110,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,09-Jun-22
2111,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,08-Jun-22
2112,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,07-Jun-22
2113,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,06-Jun-22
2114,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,04-Jun-22
2115,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,03-Jun-22
2116,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,02-Jun-22
2117,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,01-Jun-22
2118,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,31-May-22
2119,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,30-May-22
2120,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,28-May-22
2121,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,27-May-22
2122,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,26-May-22
2123,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,25-May-22
2124,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,24-May-22
2125,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,23-May-22
2126,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,21-May-22
2127,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,20-May-22
2128,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,19-May-22
2129,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,18-May-22
2130,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,17-May-22
2131,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,12-May-22
2132,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,11-May-22
2133,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,10-May-22
2134,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,07-May-22
2135,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,06-May-22
2136,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,30-Apr-22
2137,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,29-Apr-22
2138,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,28-Apr-22
2139,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,27-Apr-22
2140,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,26-Apr-22
2141,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,25-Apr-22
2142,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,23-Apr-22
2143,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,22-Apr-22
2144,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,21-Apr-22
2145,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,20-Apr-22
2146,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,19-Apr-22
2147,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,18-Apr-22
2148,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,16-Apr-22
2149,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,13-Apr-22
2150,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,12-Apr-22
2151,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,10-Apr-22
2152,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,09-Apr-22
2153,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,08-Apr-22
2154,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,07-Apr-22
2155,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,06-Apr-22
2156,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,05-Apr-22
2157,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,04-Apr-22
2158,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,01-Apr-22
2159,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,31-Mar-22
2160,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,30-Mar-22
2161,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,29-Mar-22
2162,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,28-Mar-22
2163,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,26-Mar-22
2164,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,25-Mar-22
2165,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,24-Mar-22
2166,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,23-Mar-22
2167,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,22-Mar-22
2168,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,21-Mar-22
2169,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,19-Mar-22
2170,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,17-Mar-22
2171,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,16-Mar-22
2172,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,15-Mar-22
2173,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,14-Mar-22
2174,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,12-Mar-22
2175,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,10-Mar-22
2176,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,09-Mar-22
2177,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,08-Mar-22
2178,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,07-Mar-22
2179,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,05-Mar-22
2180,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,04-Mar-22
2181,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,03-Mar-22
2182,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,28-Feb-22
2183,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,26-Feb-22
2184,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,25-Feb-22
2185,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,23-Feb-22
2186,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,22-Feb-22
2187,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,21-Feb-22
2188,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,19-Feb-22
2189,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,18-Feb-22
2190,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,17-Feb-22
2191,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,16-Feb-22
2192,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,15-Feb-22
2193,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,4000,5000,4000,12-Feb-22
2194,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,11-Feb-22
2195,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,08-Feb-22
2196,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,05-Feb-22
2197,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,03-Feb-22
2198,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,02-Feb-22
2199,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,01-Feb-22
2200,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,5000,6000,5000,31-Jan-22
2201,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,29-Jan-22
2202,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,28-Jan-22
2203,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,27-Jan-22
2204,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,22-Jan-22
2205,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,21-Jan-22
2206,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,20-Jan-22
2207,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,19-Jan-22
2208,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,18-Jan-22
2209,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,6000,7000,6000,17-Jan-22
2210,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,8000,9000,8000,13-Jan-22
2211,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,8000,9000,8000,12-Jan-22
2212,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,8000,9000,8000,10-Jan-22
2213,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,8000,9000,8000,08-Jan-22
2214,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,8000,9000,8000,07-Jan-22
2215,Adilabad,Adilabad(Rythu Bazar),Brinjal,Arkasheela Mattigulla,FAQ,8000,9000,8000,06-Jan-22
2216,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1700,31-Dec-22
2217,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2500,1900,30-Dec-22
2218,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1600,29-Dec-22
2219,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1800,28-Dec-22
2220,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2500,2000,27-Dec-22
2221,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2500,2000,26-Dec-22
2222,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1500,25-Dec-22
2223,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,1500,1100,24-Dec-22
2224,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,2000,1300,22-Dec-22
2225,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1800,21-Dec-22
2226,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1700,20-Dec-22
2227,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2500,2100,19-Dec-22
2228,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,1500,1300,18-Dec-22
2229,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1600,17-Dec-22
2230,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,2000,1500,16-Dec-22
2231,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1600,15-Dec-22
2232,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1800,14-Dec-22
2233,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1600,12-Dec-22
2234,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2300,1800,11-Dec-22
2235,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1600,10-Dec-22
2236,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1500,09-Dec-22
2237,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1600,08-Dec-22
2238,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,2000,1500,07-Dec-22
2239,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1600,05-Dec-22
2240,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1800,04-Dec-22
2241,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,2500,2200,03-Dec-22
2242,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1800,02-Dec-22
2243,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2500,2000,01-Dec-22
2244,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2300,1800,30-Nov-22
2245,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2500,1800,29-Nov-22
2246,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1800,28-Nov-22
2247,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2300,1800,27-Nov-22
2248,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2500,1800,26-Nov-22
2249,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,1500,1200,25-Nov-22
2250,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3000,2200,22-Nov-22
2251,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3500,2500,21-Nov-22
2252,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,3500,2800,20-Nov-22
2253,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3300,2500,19-Nov-22
2254,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2500,18-Nov-22
2255,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,2000,1500,17-Nov-22
2256,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2000,1500,16-Nov-22
2257,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,1500,1000,15-Nov-22
2258,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,2000,3000,2700,14-Nov-22
2259,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,13-Nov-22
2260,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,3000,2500,12-Nov-22
2261,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,3000,2500,11-Nov-22
2262,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3300,3000,10-Nov-22
2263,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,09-Nov-22
2264,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,2500,1600,08-Nov-22
2265,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2500,07-Nov-22
2266,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,3000,2500,06-Nov-22
2267,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3000,2500,05-Nov-22
2268,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2500,04-Nov-22
2269,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2200,03-Nov-22
2270,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3300,3000,02-Nov-22
2271,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2500,1800,01-Nov-22
2272,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2500,31-Oct-22
2273,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,2000,3500,3000,30-Oct-22
2274,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2800,29-Oct-22
2275,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,3500,2200,28-Oct-22
2276,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,3500,2500,27-Oct-22
2277,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,2000,3500,3000,26-Oct-22
2278,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3500,3000,24-Oct-22
2279,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3500,3000,23-Oct-22
2280,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,3000,2500,22-Oct-22
2281,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3500,2200,21-Oct-22
2282,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,20-Oct-22
2283,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2800,19-Oct-22
2284,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,17-Oct-22
2285,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,16-Oct-22
2286,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,3500,2500,15-Oct-22
2287,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,14-Oct-22
2288,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3500,2500,13-Oct-22
2289,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,2500,2000,12-Oct-22
2290,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,11-Oct-22
2291,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,3000,2000,10-Oct-22
2292,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2300,09-Oct-22
2293,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2500,07-Oct-22
2294,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,2500,2000,06-Oct-22
2295,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2500,05-Oct-22
2296,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,500,2500,2000,04-Oct-22
2297,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,1500,02-Oct-22
2298,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2500,01-Oct-22
2299,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,4000,2600,30-Sep-22
2300,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,3500,2000,29-Sep-22
2301,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2300,28-Sep-22
2302,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2300,27-Sep-22
2303,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,3000,26-Sep-22
2304,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,4500,2000,24-Sep-22
2305,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3500,2300,21-Sep-22
2306,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,3000,2300,20-Sep-22
2307,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1500,3000,2300,19-Sep-22
2308,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,3000,2100,18-Sep-22
2309,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,600,3000,1850,17-Sep-22
2310,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2500,1800,16-Sep-22
2311,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1500,15-Sep-22
2312,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,800,2500,2000,14-Sep-22
2313,Hyderabad,Bowenpally,Brinjal,Arkasheela Mattigulla,FAQ,1000,2000,1500,13-Sep-22
